date,gross_value,net_value,benchmark_value
2007-06-18,86456.88988863927,75372.18551981646,116728.914
2007-06-19,85179.5767401259,74258.6376727836,115004.36
2007-06-20,84583.4911556065,73664.71804198516,115809.16
2007-06-21,82540.25433459115,71811.57529274914,113011.61
2007-06-22,82540.25433459115,71811.57529274914,113011.61
2007-06-25,82624.20547501465,71884.6143655026,113126.555
2007-06-26,83603.86338046803,72736.9351876971,114467.875
2007-06-27,83491.88594638543,72639.51271179687,114314.555
2007-06-28,84499.4724540722,73443.4924310467,112934.99
2007-06-29,85273.63036829184,74042.91539875043,113969.67
2007-07-02,86076.4530657363,74740.00467254287,115042.664
2007-07-03,86162.46291584271,74739.94684133219,114927.71
2007-07-05,86219.91494890495,74789.78248613255,114851.08
2007-07-06,85932.24054417362,74465.45515574425,114467.875
2007-07-09,84378.70297428567,73119.22140796029,112398.445
2007-07-10,84839.00980839318,73518.10496663458,113011.61
2007-07-11,86507.5970477721,74964.03617313612,115234.29
2007-07-12,85788.38404636702,74340.79484759396,114276.24
2007-07-13,85184.23615362987,73742.92356489728,115081.016
2007-07-16,87311.74386351585,75510.93735029559,117955.21
2007-07-17,87708.82016613729,75854.3459512898,118491.65
2007-07-18,86035.21171601383,74331.0833045291,120752.65
2007-07-19,85079.58556241415,73431.12831893594,119411.4
2007-07-20,85161.50370821796,73501.83084806093,119526.375
2007-07-23,86226.35158936863,74347.38593179503,118031.836
2007-07-24,86478.299539268,74564.62429478524,117686.95
2007-07-25,88533.99171634093,76337.1142219209,114889.4
2007-07-26,90276.30595236673,77839.39869218535,112628.414
2007-07-27,90245.64756225291,77812.96395245874,112666.664
2007-07-30,91504.07060984352,78898.02046082458,111095.59
2007-07-31,90525.62170097714,78054.36747886306,112283.54
2007-08-01,89845.94459356651,77468.3260277031,113126.586
2007-08-02,91550.32463919584,78937.9023079371,110980.57
2007-08-03,93383.86067029755,80439.90350848435,113203.25
2007-08-06,93352.25705368047,80332.2405725059,113241.56
2007-08-07,91930.62398140357,79108.88536319042,114966.09
