date,gross_value,net_value,benchmark_value
2013-10-08,77848.38676594984,72256.94684124137,580199.44
2013-10-09,79762.54653767291,74033.62259030818,594465.56
2013-10-10,82423.90353919589,76503.82832447147,614300.5
2013-10-11,82894.36906079257,76940.50278359483,617806.8
2013-10-14,84840.81345694674,78747.14432242581,632313.56
2013-10-15,84665.54109572731,78584.46085249796,631007.25
2013-10-16,84315.00294018173,78259.1000078701,628394.7
2013-10-17,84591.74773517365,78515.96768067675,630457.3
2013-10-18,79610.33477699719,73892.34339934916,593331.1
2013-10-21,79121.41434987927,73438.53955344457,589687.2
2013-10-22,75874.27654938652,70424.62657228291,565486.5
2013-10-23,79864.01247465024,74127.8007630224,595221.7
2013-10-24,78254.28312371549,72633.68979976026,583224.5
2013-10-25,81390.73080261427,75472.22925842772,559848.75
2013-10-28,82195.34860103817,76142.86531876473,565383.3
2013-10-29,79571.6114523244,73712.32797393219,547335.94
2013-10-30,79931.44035398806,74045.66074839563,549811.0
2013-10-31,81045.8933657868,75078.0506223454,557476.8
2013-11-01,87557.75853503644,81110.41231914668,602268.9
2013-11-04,88362.36203637319,81855.76855985877,607803.4
2013-11-05,75543.55372590855,69980.87768898481,519628.75
2013-11-06,69851.29787542412,64707.77309170214,480474.44
2013-11-07,68941.73831819973,63865.1892710374,474218.0
2013-11-08,72315.10923195673,66990.16083607306,497421.84
2013-11-11,68866.77987510397,63795.750419152384,473702.38
2013-11-12,68417.00088881253,63315.295315627605,476796.2
2013-11-13,67874.39727737229,62749.83716910023,473014.84
2013-11-14,66813.85906135786,61769.370262048964,465623.94
2013-11-15,59972.16088607912,55444.22464485179,417944.34
2013-11-18,62196.824342424385,57500.92459713633,433447.97
2013-11-19,59740.325160586515,55229.892663895975,416328.72
2013-11-20,60228.6655751373,55681.36306695425,419731.94
2013-11-21,59873.506363453176,55353.01860134948,417256.84
2013-11-22,59607.13696116815,55106.76025813487,415400.5
2013-11-25,59439.42210136862,54951.707976782716,414231.7
2013-11-26,62616.11154171578,57888.55534654991,436369.94
2013-11-27,62783.819350744794,58043.6011094692,437538.72
2013-11-29,61249.7378581662,56625.34374402915,426847.75
2013-12-02,51122.83815204252,47206.40605458246,497421.78
2013-12-03,53154.32547069533,49082.2646478368,477655.56
2013-12-04,52569.03904570838,48541.81600228238,482915.06
2013-12-05,53736.570382048434,49619.90478484962,472189.75
2013-12-06,52077.843771404056,48088.250347301706,486765.16
2013-12-09,51860.85269587164,47887.88258228562,488793.38
2013-12-10,50934.4449062213,46984.55740648618,480061.9
2013-12-11,48082.26523321301,44306.57530259024,506943.94
2013-12-12,48140.95424373386,44316.349146574554,507562.7
2013-12-13,48046.39790840063,44184.988582445614,508559.66
2013-12-16,49514.351720067825,45490.780391951754,524097.62
2013-12-17,48059.38307781726,44154.043533192256,508697.12
2013-12-18,50417.2058680253,46276.113928159015,483740.12
2013-12-19,51320.068335799144,47058.54233485679,492402.88
2013-12-20,51431.13743558243,47160.38845672955,493468.56
2013-12-23,54247.22170070481,49742.63015878012,520488.22
2013-12-24,55712.589578691266,51086.31652862585,534548.06
2013-12-26,57281.8563651114,52474.18791223582,519491.38
2013-12-27,57782.20245307234,52880.06574548478,524029.06
2013-12-30,57020.31537440141,52182.81577749552,517119.47
2013-12-31,56895.227489095654,52068.340120318826,515985.0
2014-01-02,56690.53969983949,51881.017669916306,514128.7
2014-01-03,55720.17463774275,50992.97661051794,505328.4
2014-01-06,56614.724627183256,51811.634609798166,513441.1
2014-01-07,57342.49978640037,52477.666651387226,520041.28
2014-01-08,55921.066790078214,51176.825438915905,507150.22
2014-01-09,55234.99478488565,50548.95853179717,500928.22
